GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,WPR,Western Pacific,,MNG,Mongolia,,BTSX,Both sexes,,55.8,55.80041,,,,,
WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,AFR,Africa,,MRT,Mauritania,,MLE,Male,,51.5,51.48015,,,,,
WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,AFR,Africa,,MRT,Mauritania,,FMLE,Female,,53.3,53.33593,,,,,
WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,AFR,Africa,,MUS,Mauritius,,BTSX,Both sexes,,62.6,62.59908,,,,,
WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,AFR,Africa,,MWI,Malawi,,MLE,Male,,39.1,39.06274,,,,,
WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,WPR,Western Pacific,,MYS,Malaysia,,FMLE,Female,,65.8,65.82664,,,,,
WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,WPR,Western Pacific,,MYS,Malaysia,,BTSX,Both sexes,,64.2,64.21273,,,,,
WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,AFR,Africa,,NER,Niger,,MLE,Male,,41.8,41.84864,,,,,
WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,AFR,Africa,,NER,Niger,,FMLE,Female,,42.3,42.29453,,,,,
WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,AFR,Africa,,NGA,Nigeria,,BTSX,Both sexes,,41.5,41.51423,,,,,
WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,EUR,Europe,,NLD,Netherlands,,FMLE,Female,,70.7,70.65266,,,,,
WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,NPL,Nepal,,MLE,Male,,53.8,53.75988,,,,,
WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,WPR,Western Pacific,,NZL,New Zealand,,BTSX,Both sexes,,69.8,69.81525,,,,,
WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,EMR,Eastern Mediterranean,,PAK,Pakistan,,FMLE,Female,,54.1,54.13419,,,,,
WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,AMR,Americas,,PER,Peru,,MLE,Male,,61.7,61.6922,,,,,
WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,WPR,Western Pacific,,PHL,Philippines,,BTSX,Both sexes,,59.2,59.204,,,,,
WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,EUR,Europe,,POL,Poland,,FMLE,Female,,68.8,68.77924,,,,,
WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,EUR,Europe,,PRT,Portugal,,MLE,Male,,65.8,65.83145,,,,,
WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,AMR,Americas,,PRY,Paraguay,,BTSX,Both sexes,,62.7,62.7025,,,,,
WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,EUR,Europe,,ROU,Romania,,FMLE,Female,,65.8,65.80538,,,,,
WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,AFR,Africa,,RWA,Rwanda,,MLE,Male,,40.5,40.54464,,,,,
WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,EMR,Eastern Mediterranean,,SAU,Saudi Arabia,,BTSX,Both sexes,,62.7,62.68529,,,,,
WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,AFR,Africa,,SEN,Senegal,,FMLE,Female,,50.8,50.83788,,,,,
WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,WPR,Western Pacific,,SLB,Solomon Islands,,MLE,Male,,57.8,57.77289,,,,,
WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,AFR,Africa,,SLE,Sierra Leone,,BTSX,Both sexes,,35.6,35.6223,,,,,
WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,EMR,Eastern Mediterranean,,SOM,Somalia,,FMLE,Female,,46.5,46.51479,,,,,
WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,AFR,Africa,,SSD,South Sudan,,MLE,Male,,41.8,41.77533,,,,,
WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,AFR,Africa,,STP,Sao Tome and Principe,,BTSX,Both sexes,,55.3,55.26979,,,,,
WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,EUR,Europe,,SVK,Slovakia,,FMLE,Female,,68.3,68.31168,,,,,
WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,EUR,Europe,,SWE,Sweden,,MLE,Male,,69.1,69.14742,,,,,
WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,AFR,Africa,,SWZ,Eswatini,,BTSX,Both sexes,,42.3,42.30656,,,,,
WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,EMR,Eastern Mediterranean,,SYR,Syrian Arab Republic,,FMLE,Female,,64.3,64.32608,,,,,
WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,AFR,Africa,,TGO,Togo,,MLE,Male,,47.7,47.73626,,,,,
WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,THA,Thailand,,BTSX,Both sexes,,62.2,62.16833,,,,,
WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,EUR,Europe,,TKM,Turkmenistan,,FMLE,Female,,60.4,60.35971,,,,,
WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,WPR,Western Pacific,,TON,Tonga,,MLE,Male,,61.8,61.81694,,,,,
WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,AMR,Americas,,TTO,Trinidad and Tobago,,BTSX,Both sexes,,61.2,61.16494,,,,,
WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,EUR,Europe,,TUR,Turkey,,FMLE,Female,,62.4,62.3922,,,,,
WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,AFR,Africa,,UGA,Uganda,,MLE,Male,,38.4,38.40125,,,,,
WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,EUR,Europe,,UKR,Ukraine,,BTSX,Both sexes,,60,60.02858,,,,,
WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,AMR,Americas,,USA,United States of America,,FMLE,Female,,69.1,69.12807,,,,,
WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,AMR,Americas,,VCT,Saint Vincent and the Grenadines,,MLE,Male,,60.9,60.91267,,,,,
WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,AMR,Americas,,VEN,Venezuela (Bolivarian Republic of),,BTSX,Both sexes,,64.3,64.29489,,,,,
WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,WPR,Western Pacific,,VUT,Vanuatu,,FMLE,Female,,60.8,60.81915,,,,,
WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,EMR,Eastern Mediterranean,,YEM,Yemen,,MLE,Male,,50.3,50.25872,,,,,
WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,AFR,Africa,,ZAF,South Africa,,BTSX,Both sexes,,51.2,51.23521,,,,,
WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,AFR,Africa,,ZWE,Zimbabwe,,MLE,Male,,39.3,39.34875,,,,,
WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,AFR,Africa,,ZWE,Zimbabwe,,FMLE,Female,,41.7,41.67809,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,EMR,Eastern Mediterranean,,AFG,Afghanistan,,BTSX,Both sexes,,10.3,10.33411,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,AFR,Africa,,AGO,Angola,,MLE,Male,,10.5,10.51838,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,EUR,Europe,,ALB,Albania,,FMLE,Female,,16.1,16.07379,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,EUR,Europe,,ALB,Albania,,BTSX,Both sexes,,14.7,14.70592,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,AMR,Americas,,ARG,Argentina,,MLE,Male,,13.9,13.87145,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,AMR,Americas,,ARG,Argentina,,FMLE,Female,,17.7,17.70857,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,EUR,Europe,,ARM,Armenia,,BTSX,Both sexes,,14.5,14.46526,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,AMR,Americas,,ATG,Antigua and Barbuda,,MLE,Male,,13.1,13.0524,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,WPR,Western Pacific,,AUS,Australia,,FMLE,Female,,19.7,19.69271,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,WPR,Western Pacific,,AUS,Australia,,BTSX,Both sexes,,18.3,18.2954,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,EUR,Europe,,AZE,Azerbaijan,,MLE,Male,,12.5,12.53253,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,EUR,Europe,,AZE,Azerbaijan,,FMLE,Female,,14.7,14.7091,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,AFR,Africa,,BDI,Burundi,,BTSX,Both sexes,,11.5,11.47207,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,EUR,Europe,,BEL,Belgium,,MLE,Male,,15.4,15.41212,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,AFR,Africa,,BEN,Benin,,FMLE,Female,,12.8,12.80211,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,AFR,Africa,,BEN,Benin,,BTSX,Both sexes,,12.4,12.403,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,BGD,Bangladesh,,MLE,Male,,12.9,12.9494,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,BGD,Bangladesh,,FMLE,Female,,12.7,12.68007,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,EUR,Europe,,BGR,Bulgaria,,BTSX,Both sexes,,13.7,13.74728,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,EMR,Eastern Mediterranean,,BHR,Bahrain,,MLE,Male,,12.6,12.55579,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,AMR,Americas,,BHS,Bahamas,,FMLE,Female,,17,17.00227,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,AMR,Americas,,BHS,Bahamas,,BTSX,Both sexes,,16,16.01917,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,EUR,Europe,,BLR,Belarus,,MLE,Male,,10.6,10.58535,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,AMR,Americas,,BLZ,Belize,,BTSX,Both sexes,,12.9,12.89753,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,AMR,Americas,,BRA,Brazil,,FMLE,Female,,15.4,15.43254,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,WPR,Western Pacific,,BRN,Brunei Darussalam,,MLE,Male,,13.4,13.37778,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,BTN,Bhutan,,BTSX,Both sexes,,11.9,11.94154,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,AFR,Africa,,CAF,Central African Republic,,FMLE,Female,,10.6,10.63566,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,EUR,Europe,,CHE,Switzerland,,MLE,Male,,16.4,16.38276,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,AMR,Americas,,CHL,Chile,,BTSX,Both sexes,,16.6,16.58832,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,AFR,Africa,,CIV,C̫te d'Ivoire,,FMLE,Female,,9.8,9.80033,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,AFR,Africa,,COD,Democratic Republic of the Congo,,MLE,Male,,10.6,10.60903,,,,,
WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,MMR,Myanmar,,MLE,Male,,52,52.01131,,,,,
WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,EUR,Europe,,MNE,Montenegro,,BTSX,Both sexes,,64.9,64.92623,,,,,
WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,AFR,Africa,,MOZ,Mozambique,,FMLE,Female,,43.1,43.12239,,,,,
WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,AFR,Africa,,MUS,Mauritius,,MLE,Male,,60.6,60.57137,,,,,
WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,AFR,Africa,,MWI,Malawi,,BTSX,Both sexes,,40.2,40.23991,,,,,
WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,AFR,Africa,,NAM,Namibia,,FMLE,Female,,50.4,50.44184,,,,,
WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,AFR,Africa,,NGA,Nigeria,,MLE,Male,,41.3,41.31361,,,,,
WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,AMR,Americas,,NIC,Nicaragua,,BTSX,Both sexes,,61.9,61.90662,,,,,
WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,EUR,Europe,,NOR,Norway,,FMLE,Female,,71.8,71.76354,,,,,
WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,WPR,Western Pacific,,NZL,New Zealand,,MLE,Male,,68.1,68.09861,,,,,
WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,EMR,Eastern Mediterranean,,OMN,Oman,,BTSX,Both sexes,,63.1,63.07045,,,,,
WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,AMR,Americas,,PAN,Panama,,FMLE,Female,,69.7,69.67242,,,,,
WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,WPR,Western Pacific,,PHL,Philippines,,MLE,Male,,56.9,56.86877,,,,,
WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,WPR,Western Pacific,,PNG,Papua New Guinea,,BTSX,Both sexes,,54.6,54.56007,,,,,
WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,PRK,Democratic People's Republic of Korea,,FMLE,Female,,60.5,60.53613,,,,,
WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,AMR,Americas,,PRY,Paraguay,,MLE,Male,,61.6,61.57201,,,,,
WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,EMR,Eastern Mediterranean,,QAT,Qatar,,BTSX,Both sexes,,65.4,65.44254,,,,,
WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,EUR,Europe,,RUS,Russian Federation,,FMLE,Female,,63.4,63.38591,,,,,
WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,EMR,Eastern Mediterranean,,SAU,Saudi Arabia,,MLE,Male,,62.3,62.27483,,,,,
WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,EMR,Eastern Mediterranean,,SDN,Sudan,,FMLE,Female,,51.5,51.46344,,,,,
WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,EMR,Eastern Mediterranean,,SDN,Sudan,,BTSX,Both sexes,,50.3,50.27208,,,,,
WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,WPR,Western Pacific,,SGP,Singapore,,MLE,Male,,69.7,69.67854,,,,,
WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,WPR,Western Pacific,,SGP,Singapore,,FMLE,Female,,72.9,72.9054,,,,,
WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,WPR,Western Pacific,,SLB,Solomon Islands,,BTSX,Both sexes,,58,57.96739,,,,,
WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,AFR,Africa,,SLE,Sierra Leone,,MLE,Male,,34.9,34.88425,,,,,
WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,AMR,Americas,,SLV,El Salvador,,FMLE,Female,,64.8,64.80892,,,,,
WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,AMR,Americas,,SLV,El Salvador,,BTSX,Both sexes,,61.3,61.25477,,,,,
WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,EUR,Europe,,SRB,Serbia,,MLE,Male,,62.2,62.2458,,,,,
